Unnamed: 0,City,Lat,Lon,Temp_C,Feels_like,Temp_min_C,Temp_max_C,Humidity,Wind_speed_mph,Clouds,Country,Time_zone,Hotel
132,mildura,-34.2,142.15,18.0,14.49,18.0,18.0,34,2.6,49,AU,36000,Mercure Hotel Mildura
450,mogadishu,2.04,45.34,26.0,26.61,26.0,26.0,74,5.1,75,SO,10800,Hotel Juba
323,morant bay,17.88,-76.41,26.17,25.84,23.89,28.0,78,7.2,40,JM,-18000,Whispering Bamboo Cove Resort
218,moree,-29.47,149.85,19.0,14.22,19.0,19.0,24,3.6,0,AU,36000,Molika Springs Motel
366,morondava,-20.28,44.28,25.91,26.9,25.91,25.91,60,2.3,0,MG,10800,La Case Bambou
353,mount isa,-20.73,139.5,30.0,23.68,30.0,30.0,12,5.7,0,AU,36000,ibis Styles Mt Isa Verona
548,murray bridge,-35.12,139.27,17.82,16.23,16.11,20.0,56,1.93,69,AU,34200,Balcony On Sixth Lodge
352,mvuma,-19.28,30.53,21.4,18.3,21.4,21.4,38,3.27,0,ZW,7200,missing value
391,mwene-ditu,-7.0,23.45,28.48,28.99,28.48,28.48,44,1.59,0,CD,7200,Hôtel Kamas
140,naantali,60.47,22.02,12.34,10.88,10.0,14.0,76,1.5,0,FI,10800,Naantali Spa Hotel & Resort
616,nalut,30.33,10.85,24.4,22.78,24.4,24.4,45,3.07,0,LY,7200,missing value
237,namibe,-15.2,12.15,19.85,20.03,19.85,19.85,76,2.31,82,AO,3600,Hotel Chik Chik Namibe
52,narsaq,60.92,-46.05,5.0,2.25,5.0,5.0,80,1.5,40,GL,-7200,Hotel Narsaq
191,neiafu,-18.65,-173.98,25.0,27.31,25.0,25.0,78,2.6,75,TO,46800,Mystic Sands
145,new norfolk,-42.78,147.06,10.64,8.15,8.33,12.78,73,2.24,100,AU,36000,The Shingles Riverside Cottages
318,nhulunbuy,-12.23,136.77,30.0,27.24,30.0,30.0,45,7.2,100,AU,34200,East Arnhem Real Estate
398,niagara falls,43.1,-79.07,17.94,17.33,17.0,19.44,77,2.6,1,CA,-14400,Sheraton on the Falls Hotel
280,norman wells,65.28,-126.83,14.0,13.3,14.0,14.0,76,1.0,75,CA,-21600,Heritage Hotel
