Unnamed: 0,City,Lat,Lon,Temp_C,Feels_like,Temp_min_C,Temp_max_C,Humidity,Wind_speed_mph,Clouds,Country,Time_zone,Hotel
246,kang,-23.68,22.79,8.91,4.52,8.91,8.91,51,3.3,0,BW,7200,Kang Ultra Stop
282,kangalassy,62.35,129.96,21.0,21.21,21.0,21.0,60,1.0,79,RU,32400,missing value
160,karratha,-20.74,116.85,19.28,14.5,19.28,19.28,45,5.84,0,AU,28800,ibis Styles Karratha
201,katoro,-3.02,31.9,19.44,17.38,19.44,19.44,49,2.43,0,TZ,10800,Tomato Lodge
64,kavieng,-2.57,150.8,28.38,29.37,28.38,28.38,77,6.85,49,PG,36000,Nusa Island Retreat
578,kemise,10.72,39.87,20.75,20.74,20.75,20.75,65,1.79,22,ET,10800,Chefa Valley Hotel
575,kerman,30.28,57.08,23.0,18.49,23.0,23.0,18,3.1,0,IR,16200,Kerman Hotel
530,kindu,-2.95,25.95,23.75,25.45,23.75,23.75,66,0.97,9,CD,7200,Hotel Karibu
430,krasnotorka,48.68,37.53,17.14,15.43,17.14,17.14,59,2.15,43,UA,10800,Pansionat Paradiz
241,kruisfontein,-34.0,24.73,16.93,11.83,16.93,16.93,27,4.02,0,ZA,7200,Oyster Bay House Rental
468,kungurtug,50.6,97.52,10.24,8.97,10.24,10.24,73,0.39,87,RU,25200,missing value
84,kununurra,-15.77,128.73,13.0,7.99,13.0,13.0,34,3.84,0,AU,28800,Hotel Kununurra
285,la ronge,55.1,-105.28,24.0,23.41,24.0,24.0,64,4.1,40,CA,-21600,Northland Motor Hotel
309,lagoa,39.05,-27.98,21.13,19.96,21.13,21.13,76,4.91,0,PT,0,Casa Das Faias
267,lata,40.16,-8.33,19.26,19.13,17.78,20.0,74,2.24,0,PT,3600,Casa Maquia
194,leningradskiy,69.38,178.42,7.41,2.5,7.41,7.41,71,4.75,100,RU,43200,missing value
254,lerik,38.77,48.41,26.0,27.46,26.0,26.0,69,3.1,75,AZ,14400,Hotel Lerik
487,likasi,-10.98,26.73,11.49,8.64,11.49,11.49,50,1.55,0,CD,7200,TABERNACLE DE LIKASI
21,longyearbyen,78.22,15.64,12.0,8.64,12.0,12.0,76,4.1,0,SJ,7200,"Radisson Blu Polar Hotel, Spitsbergen"
328,los llanos de aridane,28.66,-17.92,22.0,19.4,22.0,22.0,78,7.7,12,ES,3600,Valle Aridane
100,luau,-10.71,22.22,15.59,12.17,15.59,15.59,33,1.92,0,AO,3600,Kimbo Hotel
411,lupiro,-8.38,36.67,20.22,19.35,20.22,20.22,52,1.33,51,TZ,10800,AFRICAN JACCANA EXECUTIVE LODGE
501,macae,-22.37,-41.79,25.0,23.43,25.0,25.0,65,6.2,20,BR,-10800,Personal Hotel
433,mahebourg,-20.41,57.7,20.0,15.27,20.0,20.0,56,7.2,75,MU,14400,Le Peninsula Bay Beach Resort & Spa
