,City,Lat,Lon,Temp_C,Feels_like,Temp_min_C,Temp_max_C,Humidity,Wind_speed_mph,Clouds,Country,Time_zone
353,mount isa,-20.73,139.5,30.0,23.68,30.0,30.0,12,5.7,0,AU,36000
354,salym,60.06,71.48,18.31,16.46,18.31,18.31,55,2.37,99,RU,18000
355,bandarbeyla,9.49,50.81,30.49,25.01,30.49,30.49,50,12.36,4,SO,10800
356,klaksvik,62.23,-6.59,7.0,4.2,7.0,7.0,81,2.1,61,FO,3600
357,pemangkat,1.17,108.97,29.07,31.58,29.07,29.07,70,3.93,75,ID,25200
359,sawtell,-30.38,153.1,17.49,13.78,15.56,18.33,48,4.1,0,AU,36000
360,dafeng,23.45,108.59,31.01,35.09,31.01,31.01,68,2.82,58,CN,28800
361,ormara,25.21,64.64,29.24,30.56,29.24,29.24,76,6.91,100,PK,18000
362,brae,60.4,-1.35,10.0,5.65,10.0,10.0,71,4.6,90,GB,3600
363,vanimo,-2.67,141.3,29.43,32.02,29.43,29.43,69,3.9,3,PG,36000
364,morada nova,-5.11,-38.37,20.59,23.15,20.59,20.59,86,0.43,0,BR,-10800
365,bara,10.37,10.73,22.85,24.78,22.85,22.85,86,2.78,100,NG,3600
366,morondava,-20.28,44.28,25.91,26.9,25.91,25.91,60,2.3,0,MG,10800
367,dicabisagan,17.08,122.42,30.91,35.23,30.91,30.91,67,2.18,100,PH,28800
368,hit,33.64,42.83,36.91,30.2,36.91,36.91,10,6.81,0,IQ,10800
369,zhanakorgan,43.91,67.25,25.25,18.43,25.25,25.25,31,8.72,71,KZ,18000
370,praia da vitoria,38.73,-27.07,24.0,22.77,24.0,24.0,88,8.38,75,PT,0
371,san francisco menendez,13.84,-90.02,23.59,26.91,23.59,23.59,90,1.86,100,SV,-21600
372,sydney,-33.87,151.21,15.35,9.42,14.44,16.11,48,6.7,0,AU,36000
373,leshukonskoye,64.9,45.76,16.13,13.8,16.13,16.13,53,2.18,15,RU,10800
374,alihe,50.57,123.72,21.07,20.68,21.07,21.07,57,1.53,87,CN,28800
375,storforshei,66.4,14.52,9.2,8.07,9.0,9.44,93,1.0,40,NO,7200
376,soe,-9.86,124.28,24.52,21.65,24.52,24.52,51,5.76,100,ID,28800
377,bambanglipuro,-7.95,110.28,30.11,26.32,30.11,30.11,51,9.93,31,ID,25200
378,dunedin,-45.87,170.5,10.05,7.46,9.44,10.56,50,0.89,100,NZ,43200
379,zhangjiakou,40.81,114.88,28.99,28.19,28.99,28.99,43,3.52,0,CN,28800
381,banda aceh,5.56,95.32,28.92,31.44,28.92,28.92,76,4.92,100,ID,25200
382,tilichiki,60.47,166.1,11.2,9.09,11.2,11.2,63,1.25,90,RU,43200
383,luanda,-8.84,13.23,23.0,24.85,23.0,23.0,83,2.6,75,AO,3600
384,souillac,-20.52,57.52,22.0,22.27,22.0,22.0,78,3.6,75,MU,14400
385,alofi,-19.06,-169.92,23.0,26.32,23.0,23.0,83,0.5,100,NU,-39600
386,ayagoz,47.97,80.44,21.35,16.57,21.35,21.35,29,4.58,0,KZ,21600
387,general pico,-35.66,-63.76,13.88,12.09,13.88,13.88,95,3.93,100,AR,-10800
388,rusape,-18.53,32.13,22.27,18.56,22.27,22.27,36,4.13,21,ZW,7200
389,pacasmayo,-7.4,-79.57,15.29,12.84,15.29,15.29,89,5.06,55,PE,-18000
390,high level,58.52,-117.14,12.0,10.83,12.0,12.0,93,2.09,75,CA,-21600
391,mwene-ditu,-7.0,23.45,28.48,28.99,28.48,28.48,44,1.59,0,CD,7200
392,araceli,10.55,119.99,29.32,31.49,29.32,29.32,74,5.37,94,PH,28800
393,cap-aux-meules,47.38,-61.86,17.69,13.39,17.69,17.69,89,8.9,100,CA,-10800
394,rafai,4.95,23.92,23.57,27.65,23.57,23.57,93,1.17,93,CF,3600
395,lacey,47.03,-122.82,14.21,13.74,13.89,14.44,82,1.21,1,US,-25200
396,vila velha,-20.33,-40.29,19.42,14.48,18.89,20.0,60,7.7,26,BR,-10800
397,coahuayana,18.73,-103.68,24.85,29.71,24.85,24.85,91,0.77,100,MX,-18000
398,niagara falls,43.1,-79.07,17.94,17.33,17.0,19.44,77,2.6,1,CA,-14400
399,forquilhinha,-28.75,-49.47,10.81,9.7,10.81,10.81,85,1.06,0,BR,-10800
400,prince rupert,54.32,-130.32,12.0,10.8,12.0,12.0,100,2.6,90,CA,-25200
401,andenes,69.31,16.12,8.0,3.86,8.0,8.0,87,4.6,75,NO,7200
402,roura,4.73,-52.33,24.0,29.52,24.0,24.0,100,0.42,75,GF,-10800
404,akhmim,26.56,31.75,35.07,32.21,35.07,35.07,16,2.61,0,EG,7200
405,kilindoni,-7.91,39.67,25.51,26.88,25.51,25.51,76,3.99,34,TZ,10800
406,ginir,7.13,40.7,20.58,19.71,20.58,20.58,62,2.59,25,ET,10800
407,san pedro,14.35,121.02,32.15,32.47,32.0,32.22,66,8.7,91,PH,28800
408,santa cruz del sur,20.71,-78.0,25.29,27.24,25.29,25.29,90,5.13,7,CU,-14400
409,dali,25.7,100.18,27.24,26.91,27.24,27.24,44,2.23,0,CN,28800
410,grand gaube,-20.01,57.66,24.44,23.76,24.44,24.44,64,4.47,74,MU,14400
411,megion,61.03,76.11,16.0,16.21,16.0,16.0,82,1.0,75,RU,18000
412,naze,28.37,129.48,28.0,26.33,28.0,28.0,88,12.3,75,JP,32400
413,pangody,65.85,74.49,15.88,14.77,15.88,15.88,65,1.39,18,RU,18000
414,shakawe,-18.37,21.85,23.59,19.43,23.59,23.59,20,2.96,0,BW,7200
415,ler,8.3,30.14,27.07,30.47,27.07,27.07,71,1.38,45,SS,10800
416,sao felix do xingu,-6.64,-51.99,22.17,24.24,22.17,22.17,73,0.49,0,BR,-10800
417,veraval,20.9,70.37,29.01,29.35,29.01,29.01,76,8.11,29,IN,19800
420,aklavik,68.22,-135.01,11.0,7.63,11.0,11.0,81,4.1,75,CA,-21600
421,duekoue,6.75,-7.35,20.23,23.32,20.23,20.23,98,0.8,87,CI,0
422,havoysund,71.0,24.66,7.0,3.2,7.0,7.0,93,4.1,75,NO,7200
423,sao miguel do araguaia,-13.28,-50.16,21.49,21.04,21.49,21.49,52,1.2,1,BR,-10800
424,virginia beach,36.85,-75.98,26.3,28.81,25.56,27.0,74,2.6,40,US,-14400
425,san nicolas,18.17,120.6,31.0,35.1,31.0,31.0,79,5.1,75,PH,28800
426,winnemucca,40.97,-117.74,25.0,22.55,25.0,25.0,29,2.1,1,US,-25200
427,cozumel,20.51,-86.95,27.88,33.71,27.78,28.0,100,3.6,75,MX,-18000
428,derbent,42.07,48.29,24.29,22.95,24.29,24.29,51,3.48,0,RU,10800
429,belmonte,-15.86,-38.88,16.0,14.39,16.0,16.0,82,3.6,20,BR,-10800
430,varkkallai,8.73,76.71,31.0,35.41,31.0,31.0,74,3.6,40,IN,19800
431,cabo san lucas,22.89,-109.91,27.6,31.97,27.22,27.78,74,0.89,0,MX,-21600
432,gerash,27.67,54.14,32.0,32.88,32.0,32.0,59,6.2,40,IR,16200
433,tahe,52.33,124.73,18.14,15.75,18.14,18.14,61,3.67,39,CN,28800
434,vetapalem,15.78,80.32,32.06,36.17,32.06,32.06,64,2.76,100,IN,19800
435,ipixuna,-1.76,-48.8,25.0,28.7,25.0,25.0,88,2.1,8,BR,-10800
436,san quintin,30.48,-115.95,22.92,22.7,22.92,22.92,78,4.85,0,MX,-25200
437,samarai,-10.62,150.67,25.63,24.82,25.63,25.63,86,8.74,100,PG,36000
438,kita,13.03,-9.49,22.19,25.61,22.19,22.19,95,1.34,100,ML,0
440,svetlyy,54.67,20.13,15.29,13.88,15.0,15.56,82,3.0,100,RU,7200
441,westport,41.14,-73.36,20.75,17.69,18.89,22.0,56,5.1,1,US,-14400
442,kitimat,54.05,-128.65,12.0,9.08,12.0,12.0,93,4.6,90,CA,-25200
443,maryborough,-25.53,152.7,18.05,15.77,18.05,18.05,56,2.99,15,AU,36000
444,ranong,9.97,98.63,34.0,36.57,34.0,34.0,52,3.6,20,TH,25200
445,port elizabeth,-33.92,25.57,15.0,10.14,15.0,15.0,62,6.2,75,ZA,7200
446,vizinga,61.07,50.1,18.35,17.41,18.35,18.35,65,2.08,100,RU,10800
447,durusu,41.31,28.68,24.89,23.58,24.0,25.56,78,7.7,40,TR,10800
448,beyla,8.68,-8.63,19.37,21.6,19.37,19.37,97,1.35,100,GN,0
449,mankono,8.06,-6.19,20.17,22.45,20.17,20.17,96,1.7,8,CI,0
450,mogadishu,2.04,45.34,26.0,26.61,26.0,26.0,74,5.1,75,SO,10800
451,griffith,41.53,-87.42,23.16,24.74,21.67,24.44,78,2.43,1,US,-18000
452,mezhova,48.25,36.73,24.1,21.49,24.1,24.1,38,3.38,100,UA,10800
454,venado tuerto,-33.75,-61.97,17.6,18.17,17.6,17.6,97,2.65,58,AR,-10800
455,rupert,42.62,-113.68,19.0,17.69,19.0,19.0,72,3.6,1,US,-21600
456,faya,18.39,42.45,27.0,23.29,26.0,28.0,24,3.6,71,SA,10800
457,khasan,42.43,130.64,22.55,25.08,22.55,22.55,93,2.63,97,RU,36000
459,alausi,-2.2,-78.83,6.42,2.68,6.42,6.42,84,3.44,81,EC,-18000
460,hualmay,-11.1,-77.61,16.07,13.69,16.07,16.07,84,4.9,98,PE,-18000
461,palora,-1.7,-77.93,17.45,19.09,17.45,17.45,95,0.85,81,EC,-18000
462,kuala terengganu,5.33,103.14,31.84,36.17,31.67,32.0,70,3.6,20,MY,28800
463,adilcevaz,38.8,42.73,20.0,17.61,20.0,20.0,40,2.1,0,TR,10800
464,alyangula,-13.85,136.42,31.0,26.94,31.0,31.0,29,6.2,20,AU,34200
465,awbari,26.59,12.78,26.43,22.71,26.43,26.43,26,3.82,0,LY,7200
466,catamarca,-28.47,-65.79,10.0,7.34,10.0,10.0,64,1.79,0,AR,-10800
467,camacupa,-12.02,17.48,19.52,16.73,19.52,19.52,40,2.54,0,AO,3600
468,sampang,-7.19,113.24,30.52,29.97,30.52,30.52,45,4.31,9,ID,25200
469,chinsali,-10.54,32.08,25.38,24.49,25.38,25.38,42,1.96,0,ZM,7200
470,bereznik,62.86,42.71,16.3,14.15,16.3,16.3,70,3.46,100,RU,10800
471,plouzane,48.38,-4.62,13.65,12.62,12.0,15.0,93,2.6,75,FR,7200
472,tuatapere,-46.13,167.68,7.22,2.19,7.22,7.22,72,4.92,100,NZ,43200
473,sola,-13.88,167.55,28.0,27.38,28.0,28.0,78,9.02,40,VU,39600
474,ketchikan,55.34,-131.65,13.0,10.71,13.0,13.0,100,4.6,90,US,-28800
475,puri,19.8,85.85,25.0,27.08,25.0,25.0,100,6.2,90,IN,19800
476,padang,-0.95,100.35,29.35,33.16,29.35,29.35,70,2.29,94,ID,25200
477,tias,28.96,-13.64,26.0,28.36,26.0,26.0,74,2.6,6,ES,3600
478,seguin,29.57,-97.96,27.32,27.24,26.67,29.0,51,3.1,20,US,-18000
479,palasa,18.77,84.42,27.88,31.57,27.88,27.88,77,2.6,100,IN,19800
480,saldanha,-33.01,17.94,11.0,8.33,11.0,11.0,81,3.1,22,ZA,7200
481,privas,44.58,4.5,18.14,17.52,16.67,18.89,67,1.73,0,FR,7200
482,great falls,47.5,-111.3,18.24,15.16,17.0,18.89,55,4.1,1,US,-21600
483,qinggang,46.68,126.08,26.78,28.32,26.78,26.78,62,2.34,100,CN,28800
484,mayumba,-3.43,10.66,23.6,26.15,23.6,23.6,88,2.7,100,GA,3600
485,nioro,13.35,-15.75,24.02,28.32,24.02,24.02,95,1.49,100,GM,0
486,benicarlo,40.42,0.43,20.0,21.81,20.0,20.0,87,1.27,10,ES,7200
487,surgut,61.25,73.42,18.0,16.88,18.0,18.0,63,2.0,40,RU,18000
488,irbil,36.19,44.01,34.0,31.22,34.0,34.0,13,1.5,0,IQ,10800
489,sunrise manor,36.21,-115.07,34.39,30.72,32.22,36.0,14,3.1,1,US,-25200
491,lithakia,37.72,20.83,26.0,29.83,26.0,26.0,74,0.5,20,GR,10800
492,katangli,51.71,143.23,19.34,16.3,19.34,19.34,67,5.7,1,RU,39600
493,waitati,-45.75,170.57,9.97,7.82,9.44,10.56,69,1.34,100,NZ,43200
494,mitu,1.2,-70.17,20.9,23.78,20.9,20.9,89,0.51,20,CO,-18000
495,marzuq,14.4,46.47,33.02,33.21,33.02,33.02,29,0.88,32,YE,10800
496,bratsk,56.13,101.61,22.41,19.71,22.0,22.78,46,4.0,52,RU,28800
497,lazurne,46.08,32.53,22.0,19.72,21.0,22.78,60,5.0,56,UA,10800
499,shellbrook,53.22,-106.4,10.74,9.0,10.74,10.74,91,2.29,0,CA,-21600
500,bhuban,20.88,85.83,26.29,27.06,26.29,26.29,87,7.17,100,IN,19800
501,neosho,36.87,-94.37,21.26,21.51,20.56,22.22,79,3.31,0,US,-18000
503,aksu,41.12,80.26,36.04,31.18,36.04,36.04,13,4.87,1,CN,28800
504,albertville,34.27,-86.21,22.36,26.2,22.0,22.78,100,1.5,90,US,-18000
505,cartagena,10.4,-75.51,26.1,29.07,26.1,26.1,83,3.23,100,CO,-18000
506,macduff,57.67,-2.5,12.04,11.18,11.67,12.78,88,1.34,100,GB,3600
507,caraballeda,10.61,-66.85,21.38,22.6,21.11,21.67,84,2.6,99,VE,-14400
508,balabac,7.99,117.06,30.18,32.91,30.18,30.18,70,4.48,0,PH,28800
509,bjerkvik,68.56,17.52,7.77,3.58,6.11,9.0,87,4.6,100,NO,7200
510,mount pleasant,32.79,-79.86,24.81,29.04,23.89,26.11,100,2.96,1,US,-14400
511,chegutu,-18.13,30.14,24.16,21.75,24.16,24.16,34,2.54,76,ZW,7200
512,port hawkesbury,45.62,-61.35,18.22,19.64,18.0,18.33,100,2.1,90,CA,-10800
513,havre,49.58,0.33,16.38,8.89,16.0,17.0,72,11.3,90,FR,7200
514,ibipeba,-11.64,-42.01,14.73,12.8,14.73,14.73,86,3.83,78,BR,-10800
517,koungheul,13.98,-14.8,24.67,28.67,24.67,24.67,91,1.85,100,SN,0
518,bauchi,10.5,10.0,22.65,26.08,22.65,22.65,86,0.5,100,NG,3600
519,bhadra,29.12,75.17,34.44,35.79,34.44,34.44,48,4.65,68,IN,19800
520,sinnamary,5.38,-52.95,25.17,28.65,25.17,25.17,85,2.1,0,GF,-10800
521,adrar,20.5,-10.07,29.92,31.04,29.92,29.92,49,2.41,66,MR,0
522,oxelosund,58.67,17.1,10.0,8.4,10.0,10.0,81,1.25,100,SE,7200
523,kropotkin,45.44,40.58,27.07,23.97,27.07,27.07,28,3.42,0,RU,10800
524,juneau,58.3,-134.42,12.1,9.55,12.0,12.22,93,4.1,90,US,-28800
525,wanning,18.8,110.4,32.87,35.89,32.87,32.87,66,5.45,45,CN,28800
526,hofn,64.25,-15.21,10.28,9.16,10.28,10.28,76,0.36,0,IS,0
527,kaduqli,11.02,29.72,26.33,29.72,26.33,26.33,79,2.17,100,SD,7200
528,finnsnes,69.23,17.98,8.17,4.98,8.0,8.33,93,3.6,75,NO,7200
529,xining,36.62,101.77,26.23,24.16,26.23,26.23,23,0.93,0,CN,28800
530,sungai besar,3.67,100.99,31.83,35.88,31.67,32.0,66,3.1,40,MY,28800
531,labuhan,-6.88,112.21,30.7,30.78,30.7,30.7,52,4.96,0,ID,25200
532,kudahuvadhoo,2.67,72.89,28.92,30.65,28.92,28.92,69,4.74,100,MV,18000
533,bandar-e lengeh,26.56,54.88,35.0,36.91,35.0,35.0,63,8.2,0,IR,16200
534,lao cai,22.48,103.95,38.72,41.42,38.72,38.72,31,0.46,2,VN,25200
535,lagoa,39.05,-27.98,23.23,23.36,23.23,23.23,89,6.02,99,PT,0
536,ponta pora,-22.54,-55.73,16.97,12.76,16.97,16.97,68,6.48,0,BR,-14400
537,vestmannaeyjar,63.44,-20.27,8.0,3.99,8.0,8.0,81,4.1,96,IS,0
538,xuddur,4.12,43.89,28.54,24.39,28.54,28.54,47,8.83,0,SO,10800
539,likhoslavl,57.13,35.46,13.73,12.85,13.73,13.73,96,2.64,100,RU,10800
540,umm lajj,25.02,37.27,32.3,32.35,32.3,32.3,40,3.3,0,SA,10800
541,vallenar,-28.57,-70.76,8.52,6.49,8.52,8.52,75,1.11,0,CL,-14400
542,topeka,39.05,-95.68,23.22,25.04,22.22,23.89,88,3.47,1,US,-18000
543,yumen,40.28,97.2,33.79,24.97,33.79,33.79,13,10.09,0,CN,28800
544,sungaipenuh,-2.08,101.38,26.81,28.24,26.81,26.81,54,1.19,92,ID,25200
545,rudbar,30.15,62.6,33.44,26.22,33.44,33.44,17,8.71,0,AF,16200
546,serebryansk,49.69,83.29,20.0,19.61,20.0,20.0,56,1.0,40,KZ,21600
547,ulaanbaatar,47.91,106.88,21.0,14.71,21.0,21.0,49,9.0,75,MN,28800
548,murray bridge,-35.12,139.27,17.82,16.23,16.11,20.0,56,1.93,69,AU,34200
549,matay,28.42,30.78,32.45,30.88,32.45,32.45,28,2.94,0,EG,7200
550,bulgan,48.81,103.53,19.76,18.28,19.76,19.76,62,3.12,100,MN,28800
551,clarksburg,39.28,-80.34,19.35,20.81,18.89,20.0,88,1.5,20,US,-14400
553,blagoyevo,63.37,47.92,17.52,15.71,17.52,17.52,56,2.15,36,RU,10800
554,kintampo,8.06,-1.73,20.97,23.44,20.97,20.97,94,1.73,73,GH,0
555,viedma,-40.81,-63.0,9.44,8.56,9.44,9.44,96,0.89,100,AR,-10800
556,catuday,16.29,119.81,28.99,30.67,28.99,28.99,76,6.18,97,PH,28800
557,maneromango,-7.2,38.78,26.0,28.46,26.0,26.0,78,3.1,40,TZ,10800
558,batagay-alyta,67.8,130.41,11.02,7.71,11.02,11.02,43,1.67,0,RU,32400
559,zaritap,39.64,45.51,22.0,19.58,22.0,22.0,35,2.1,0,AM,14400
560,acari,-15.43,-74.62,16.36,15.83,16.36,16.36,75,1.61,60,PE,-18000
563,rumonge,-3.97,29.44,28.3,27.63,28.3,28.3,39,2.29,0,BI,7200
564,benjamin constant,-4.38,-70.03,20.49,22.38,20.49,20.49,78,0.42,28,BR,-18000
565,ambilobe,-13.2,49.05,31.8,31.36,31.8,31.8,37,3.08,52,MG,10800
566,sobolevo,54.43,31.9,15.36,13.41,15.36,15.36,87,4.22,91,RU,10800
567,bonavista,48.65,-53.11,15.56,14.38,15.56,15.56,86,3.13,100,CA,-9000
568,yarada,17.65,83.27,30.0,36.25,30.0,30.0,84,2.1,90,IN,19800
569,mahenge,-8.68,36.72,18.77,19.85,18.77,18.77,85,1.4,95,TZ,10800
570,tondano,1.3,124.91,33.0,34.11,33.0,33.0,55,5.7,40,ID,28800
571,tlapacoyan,19.97,-97.22,22.34,24.67,22.34,22.34,80,1.11,100,MX,-18000
572,tiksi,71.69,128.87,6.19,2.09,6.19,6.19,67,3.13,30,RU,32400
573,praia,14.92,-23.51,27.0,30.68,27.0,27.0,78,2.1,40,CV,-3600
574,kurikka,62.62,22.42,12.21,11.59,11.0,12.78,87,1.0,31,FI,10800
575,alvorada,-12.48,-49.12,23.89,22.1,23.89,23.89,35,1.72,93,BR,-10800
576,porto velho,-8.76,-63.9,24.0,27.8,24.0,24.0,83,0.5,0,BR,-14400
577,brigantine,39.41,-74.36,23.24,22.04,22.78,23.89,53,3.1,1,US,-14400
578,haines junction,60.75,-137.51,6.49,3.75,6.49,6.49,82,1.93,1,CA,-25200
579,maebaru,33.55,130.2,30.89,32.48,30.56,31.11,70,6.7,75,JP,32400
580,yongan,39.7,113.69,25.15,24.72,25.15,25.15,47,1.96,80,CN,28800
581,ancud,-41.87,-73.82,7.64,5.27,7.0,8.33,100,2.6,90,CL,-14400
582,upington,-28.45,21.26,10.0,6.3,10.0,10.0,61,3.1,3,ZA,7200
583,opuwo,-18.06,13.84,20.09,17.47,20.09,20.09,29,1.23,0,NA,7200
584,gamboma,-1.88,15.86,26.41,28.71,26.41,26.41,69,2.17,66,CG,3600
585,mattru,7.62,-11.83,22.27,26.21,22.27,22.27,97,0.91,93,SL,0
586,kati,12.74,-8.07,22.0,25.13,22.0,22.0,94,1.5,20,ML,0
588,khuzhir,53.19,107.34,13.6,9.14,13.6,13.6,81,6.59,63,RU,28800
590,zabid,14.2,43.32,35.01,37.68,35.01,35.01,47,2.89,92,YE,10800
591,koslan,63.46,48.9,17.46,15.48,17.46,17.46,53,2.08,0,RU,10800
592,belaya gora,68.53,146.42,9.71,5.35,9.71,9.71,50,3.35,100,RU,39600
593,evensk,61.95,159.23,10.59,7.57,10.59,10.59,54,1.84,0,RU,39600
594,diplo,24.47,69.58,32.02,30.62,32.02,32.02,62,10.15,20,PK,18000
595,san angelo,31.46,-100.44,24.15,22.69,23.0,25.0,49,3.3,1,US,-18000
597,timra,62.49,17.33,10.32,9.46,8.0,12.22,93,1.0,71,SE,7200
598,whitehorse,60.72,-135.05,9.19,5.04,7.78,10.0,71,4.1,40,CA,-25200
599,sidney,-33.87,151.21,15.35,9.42,14.44,16.11,48,6.7,0,AU,36000
600,vendychany,48.61,27.79,17.22,16.47,17.22,17.22,83,3.03,0,UA,10800
601,katherine,-14.47,132.27,35.0,25.6,35.0,35.0,6,9.3,0,AU,34200
602,avera,33.19,-82.53,23.78,28.02,23.33,24.0,91,0.82,75,US,-14400
603,tigzirt,36.89,4.12,28.79,28.34,28.79,28.79,39,2.18,0,DZ,3600
604,bayanday,53.07,105.51,20.05,16.03,20.05,20.05,52,5.77,96,RU,28800
605,derzhavinsk,51.1,66.32,25.32,21.4,25.32,25.32,39,5.81,0,KZ,21600
606,urengoy,65.97,78.37,18.31,16.51,18.31,18.31,58,2.6,0,RU,18000
607,benguela,-12.58,13.41,20.0,21.83,20.0,20.0,94,2.0,90,AO,3600
608,price,39.6,-110.81,20.0,18.46,20.0,20.0,45,1.43,1,US,-21600
609,isangel,-19.55,169.27,23.0,25.32,23.0,23.0,88,2.6,90,VU,39600
610,san andres,12.58,-81.7,27.0,30.8,27.0,27.0,88,3.6,75,CO,-18000
611,kalmunai,7.42,81.82,32.61,33.95,32.61,32.61,54,4.86,100,LK,19800
612,yerofey pavlovich,53.97,121.97,18.3,14.51,18.3,18.3,40,3.65,1,RU,32400
613,klyuchi,52.27,79.17,20.83,16.86,20.83,20.83,44,5.05,100,RU,25200
614,pato branco,-26.23,-52.67,11.87,9.63,11.87,11.87,75,2.4,0,BR,-10800
616,nalut,30.33,10.85,24.4,22.78,24.4,24.4,45,3.07,0,LY,7200
617,roald,62.58,6.13,9.84,8.09,9.44,10.0,93,2.1,22,NO,7200
618,linguere,15.4,-15.12,26.8,30.28,26.8,26.8,79,2.39,100,SN,0
619,marystown,47.17,-55.15,17.78,18.29,17.78,17.78,100,3.13,100,CA,-9000
620,ruteng,-8.61,120.47,23.44,23.76,23.44,23.44,56,1.43,0,ID,28800
